isFall,AccX(g)1,ΔAccX1,AccY(g)1,ΔAccY1,AccZ(g)1,ΔAccZ1,GyrX(d/s)1,ΔGyrX1,GyrY(d/s)1,ΔGyrY1,GyrZ(d/s)1,ΔGyrZ1,AccX(g)2,ΔAccX2,AccY(g)2,ΔAccY2,AccZ(g)2,ΔAccZ2,GyrX(d/s)2,ΔGyrX2,GyrY(d/s)2,ΔGyrY2,GyrZ(d/s)2,ΔGyrZ2,AccX(g)3,ΔAccX3,AccY(g)3,ΔAccY3,AccZ(g)3,ΔAccZ3,GyrX(d/s)3,ΔGyrX3,GyrY(d/s)3,ΔGyrY3,GyrZ(d/s)3,ΔGyrZ3,AccX(g)4,ΔAccX4,AccY(g)4,ΔAccY4,AccZ(g)4,ΔAccZ4,GyrX(d/s)4,ΔGyrX4,GyrY(d/s)4,ΔGyrY4,GyrZ(d/s)4,ΔGyrZ4,AccX(g)5,ΔAccX5,AccY(g)5,ΔAccY5,AccZ(g)5,ΔAccZ5,GyrX(d/s)5,ΔGyrX5,GyrY(d/s)5,ΔGyrY5,GyrZ(d/s)5,ΔGyrZ5
0,0.58,6.0,31.17,-24.0,0.04,7.0,3905.37,32.0,3948.17,-4.0,1.52,-4.0,0.58,9.0,31.19,3.0,32.0,-5.0,3905.37,-16.0,3973.66,-6.0,2.74,1.0,0.59,7.0,31.18,11.0,31.98,-7.0,3904.39,32.0,3986.83,-10.0,3995.37,2.0,0.6,-3.0,31.18,-9.0,31.97,14.0,3906.34,-32.0,3992.68,-2.0,3995.91,2.0,0.6,-18.0,31.18,1.0,31.97,33.0,3906.34,-16.0,3989.88,0.0,0.06,2.0
1,31.97,8.0,31.38,-7.0,0.17,-12.0,3897.56,16.0,3989.15,-18.0,5.91,-1.0,31.75,-11.0,31.31,29.0,0.21,16.0,3896.59,-32.0,3989.7,-22.0,3966.46,8.0,31.63,7.0,31.42,7.0,0.03,5.0,3896.59,16.0,3869.94,0.0,3976.71,9.0,31.24,-51.0,31.48,-5.0,31.93,12.0,3897.56,-32.0,3861.71,-16.0,21.95,5.0,30.73,-17.0,31.4,0.0,31.68,8.0,3894.63,32.0,3773.54,16.0,3941.22,-4.0
0,31.51,2.0,31.17,-2.0,31.13,7.0,3903.41,-48.0,4.21,68.0,16.89,6.0,31.63,-30.0,31.59,72.0,31.01,-75.0,3900.49,32.0,3966.77,-63.0,50.43,24.0,31.5,-18.0,0.06,13.0,30.77,11.0,3902.44,0.0,3857.01,14.0,115.55,21.0,31.49,17.0,31.85,-21.0,30.74,22.0,3900.49,16.0,63.9,45.0,146.04,9.0,31.65,62.0,0.58,60.0,30.89,115.0,3901.46,-32.0,71.22,-539.0,81.52,-23.0
0,0.61,-7.0,31.4,-9.0,0.49,-15.0,3907.32,-16.0,3982.74,15.0,3994.02,-2.0,0.62,4.0,31.43,-3.0,0.45,20.0,3904.39,32.0,3976.04,-5.0,3993.6,-2.0,0.61,-11.0,31.42,4.0,0.45,-7.0,3904.39,32.0,3974.76,0.0,3995.61,-4.0,0.61,5.0,31.35,-4.0,0.44,-12.0,3904.39,0.0,3995.18,6.0,3993.29,1.0,0.63,-2.0,31.38,-12.0,0.43,31.0,3904.39,0.0,3994.94,10.0,3994.94,2.0
1,0.96,2.0,31.65,-6.0,31.71,24.0,3925.85,16.0,3993.48,-2.0,3.11,-1.0,0.96,16.0,31.64,-19.0,31.72,-12.0,3925.85,0.0,3990.3,-3.0,1.1,-1.0,0.98,4.0,31.64,-14.0,31.7,13.0,3926.83,-16.0,3994.7,3.0,5.0,3.0,0.96,-3.0,31.64,-6.0,31.71,-1.0,3928.78,-32.0,2.74,0.0,8.96,1.0,0.96,4.0,31.64,2.0,31.73,-36.0,3927.8,-16.0,6.89,3.0,11.04,6.0
1,0.96,54.0,31.9,-5.0,0.01,5.0,3920.0,-32.0,3989.27,1.0,3992.5,9.0,1.1,5.0,31.73,-24.0,31.86,-15.0,3919.02,16.0,3.96,20.0,5.37,13.0,0.96,-5.0,31.84,8.0,0.03,25.0,3920.98,-32.0,18.72,-13.0,2.8,0.0,1.01,25.0,31.93,-11.0,31.99,0.0,3920.98,0.0,14.76,-2.0,12.38,7.0,1.01,9.0,31.91,-4.0,31.99,-11.0,3920.98,-32.0,3994.21,-9.0,3992.44,-3.0
0,0.09,-5.0,31.74,21.0,30.82,19.0,3900.49,32.0,53.05,17.0,3979.88,-1.0,0.07,18.0,31.75,-18.0,30.9,-30.0,3902.44,0.0,45.37,-2.0,3982.8,1.0,0.1,-3.0,31.71,8.0,30.89,-19.0,3902.44,-16.0,33.48,-17.0,3990.06,3.0,0.09,15.0,31.68,-16.0,30.97,9.0,3901.46,0.0,3991.46,-2.0,3994.33,1.0,0.1,1.0,31.62,1.0,30.95,3.0,3900.49,32.0,3983.6,9.0,3993.96,-4.0
1,0.96,2.0,31.65,-6.0,31.71,24.0,3925.85,16.0,3993.48,-2.0,3.11,-1.0,0.96,16.0,31.64,-19.0,31.72,-12.0,3925.85,0.0,3990.3,-3.0,1.1,-1.0,0.98,4.0,31.64,-14.0,31.7,13.0,3926.83,-16.0,3994.7,3.0,5.0,3.0,0.96,-3.0,31.64,-6.0,31.71,-1.0,3928.78,-32.0,2.74,0.0,8.96,1.0,0.96,4.0,31.64,2.0,31.73,-36.0,3927.8,-16.0,6.89,3.0,11.04,6.0
1,0.13,-7.0,31.2,-13.0,0.45,5.0,3905.37,0.0,3981.28,5.0,5.91,3.0,31.98,-2.0,31.25,13.0,0.35,0.0,3903.41,-16.0,3977.68,9.0,13.78,-1.0,31.94,-16.0,31.16,-73.0,0.29,36.0,3902.44,0.0,3940.73,-57.0,3.17,-22.0,31.92,17.0,31.06,-16.0,0.24,-7.0,3902.44,-16.0,3948.6,-20.0,3975.73,2.0,32.0,-65533.0,31.11,-8.0,0.13,-26.0,3904.39,-16.0,3954.51,28.0,3991.34,7.0
1,31.87,-1.0,31.22,-22.0,0.34,16.0,3899.51,32.0,3964.51,-3.0,3947.74,-10.0,31.95,30.0,31.12,15.0,0.25,19.0,3901.46,0.0,3967.44,-19.0,3949.15,6.0,0.17,-18.0,30.92,-13.0,0.11,15.0,3900.49,-32.0,3946.95,-12.0,3979.09,7.0,0.08,10.0,31.08,14.0,0.08,-20.0,3900.49,-16.0,3985.06,-19.0,5.43,8.0,31.98,16.0,30.84,10.0,0.17,-19.0,3899.51,0.0,3926.22,21.0,36.52,8.0
1,1.02,-13.0,31.75,-22.0,31.99,-15.0,3918.05,32.0,3990.91,-3.0,0.0,65531.0,0.99,8.0,31.72,8.0,31.98,-10.0,3920.0,0.0,3992.99,4.0,6.59,-1.0,0.99,17.0,31.71,-7.0,31.97,-18.0,3920.0,-32.0,0.0,4.0,0.43,-3.0,0.97,19.0,31.71,14.0,31.97,31.0,3918.05,0.0,0.85,7.0,0.3,65529.0,1.0,-9.0,31.7,12.0,31.99,-5.0,3919.02,-16.0,3.29,-2.0,3994.21,5.0
1,0.78,-4.0,31.64,-13.0,31.76,-1.0,3909.27,0.0,40.73,-7.0,3902.01,-16.0,0.73,-34.0,31.37,54.0,31.54,51.0,3909.27,0.0,241.04,51.0,3854.51,13.0,0.66,-15.0,31.55,-11.0,31.42,27.0,3911.22,-32.0,125.24,-65.0,3844.21,-4.0,0.71,10.0,31.28,-14.0,30.99,-29.0,3910.24,0.0,3769.15,-79.0,3834.45,10.0,0.77,-2.0,31.9,-9.0,30.79,15.0,3911.22,-16.0,3761.95,-3.0,3972.8,34.0
0,0.68,-20.0,31.47,8.0,0.37,11.0,3904.39,-32.0,4.76,-17.0,1.83,5.0,0.7,1.0,31.46,12.0,0.36,-18.0,3902.44,64.0,5.18,-9.0,1.89,2.0,0.69,8.0,31.41,-8.0,0.33,1.0,3902.44,0.0,3991.1,-9.0,3995.12,7.0,0.56,30.0,31.55,-1.0,0.48,-22.0,3904.39,32.0,3983.84,10.0,3988.84,-11.0,0.68,-2.0,31.51,9.0,0.35,14.0,3902.44,16.0,12.93,-10.0,3989.45,1.0
1,0.13,-7.0,31.2,-13.0,0.45,5.0,3905.37,0.0,3981.28,5.0,5.91,3.0,31.98,-2.0,31.25,13.0,0.35,0.0,3903.41,-16.0,3977.68,9.0,13.78,-1.0,31.94,-16.0,31.16,-73.0,0.29,36.0,3902.44,0.0,3940.73,-57.0,3.17,-22.0,31.92,17.0,31.06,-16.0,0.24,-7.0,3902.44,-16.0,3948.6,-20.0,3975.73,2.0,32.0,-65533.0,31.11,-8.0,0.13,-26.0,3904.39,-16.0,3954.51,28.0,3991.34,7.0
0,0.09,2.0,30.77,7.0,0.05,-18.0,3902.44,16.0,32.93,66.0,3994.15,18.0,0.0,65506.0,30.87,55.0,31.94,-22.0,3903.41,0.0,3927.99,92.0,0.24,16.0,0.03,12.0,30.85,24.0,31.95,-22.0,3900.49,32.0,3982.44,14.0,3.23,-3.0,31.52,-134.0,31.33,158.0,0.27,123.0,3902.44,-32.0,3923.29,-84.0,3982.62,-48.0,1.08,62.0,31.46,-43.0,31.6,-52.0,3902.44,0.0,3965.79,8.0,3917.44,27.0
0,0.55,6.0,31.12,8.0,0.22,6.0,3902.44,16.0,3949.27,17.0,9.57,-3.0,0.51,1.0,31.14,-19.0,0.21,6.0,3903.41,0.0,22.74,44.0,10.73,-2.0,0.51,-30.0,31.32,0.0,0.37,28.0,3901.46,32.0,133.05,-20.0,13.84,-12.0,0.56,3.0,31.32,-4.0,0.45,17.0,3901.46,48.0,3930.55,-6.0,20.91,-4.0,0.61,11.0,31.23,-13.0,0.26,-15.0,3902.44,32.0,3929.15,28.0,13.29,-1.0
1,0.91,0.0,31.52,12.0,0.01,65514.0,3905.37,0.0,3990.49,1.0,3990.0,-3.0,0.9,-19.0,31.47,-10.0,31.99,-65518.0,3905.37,16.0,3987.99,-2.0,3990.91,-4.0,0.91,12.0,31.47,20.0,31.95,-81.0,3907.32,-16.0,3971.04,3.0,3995.98,-65518.0,0.74,-24.0,31.04,18.0,31.84,218.0,3906.34,0.0,3953.23,42.0,18.66,-29.0,0.8,10.0,31.44,12.0,31.91,-5.0,3906.34,0.0,3978.72,-3.0,4.15,2.0
1,0.92,3.0,31.5,16.0,31.89,-28.0,3910.24,0.0,7.68,1.0,3988.29,-3.0,0.9,25.0,31.68,-140.0,31.91,32.0,3910.24,0.0,6.65,-7.0,3987.62,-6.0,1.03,7.0,31.68,4.0,31.9,-1.0,3910.24,16.0,14.15,0.0,3985.3,-3.0,0.99,7.0,31.74,1.0,31.87,1.0,3910.24,-16.0,5.0,1.0,3992.99,2.0,1.01,-19.0,31.74,-16.0,31.85,14.0,3911.22,-32.0,3995.06,0.0,3995.67,6.0
1,1.0,0.0,31.79,-1.0,31.92,-5.0,3924.88,0.0,3992.38,-2.0,3988.29,2.0,1.01,-3.0,31.77,-13.0,31.9,-3.0,3924.88,32.0,3992.07,6.0,3989.94,-3.0,1.01,5.0,31.78,8.0,31.89,-13.0,3924.88,32.0,3995.98,-2.0,3988.48,-1.0,1.0,11.0,31.79,-1.0,31.9,3.0,3925.85,-16.0,3993.48,3.0,3984.82,-2.0,1.01,2.0,31.78,6.0,31.87,1.0,3923.9,32.0,3994.88,-5.0,3985.98,5.0
0,31.55,11.0,31.56,3.0,0.64,26.0,3906.34,0.0,3993.9,-3.0,3991.95,3.0,31.55,-24.0,31.53,13.0,0.63,19.0,3906.34,-16.0,0.73,3.0,3995.49,-5.0,31.55,7.0,31.53,6.0,0.64,-9.0,3905.37,0.0,2.62,0.0,3993.6,3.0,31.56,5.0,31.56,7.0,0.65,9.0,3905.37,32.0,2.13,-6.0,0.37,4.0,31.56,-10.0,31.55,5.0,0.65,-25.0,3907.32,0.0,0.37,-1.0,0.55,2.0
1,31.97,-2.0,31.32,1.0,0.56,1.0,3903.41,32.0,15.12,15.0,3993.35,20.0,0.02,8.0,31.6,-4.0,0.43,15.0,3905.37,-16.0,3968.35,-63.0,3986.34,2.0,0.04,-13.0,30.99,-2.0,0.58,5.0,3904.39,32.0,3982.56,25.0,3989.94,1.0,0.02,7.0,31.31,3.0,0.54,1.0,3903.41,64.0,3960.79,-9.0,8.17,12.0,0.01,3.0,31.38,18.0,0.49,-15.0,3905.37,16.0,3993.23,-1.0,34.76,5.0
0,0.25,-2.0,31.73,3.0,30.9,-11.0,3901.46,0.0,1.4,-15.0,3995.79,3.0,0.24,-5.0,31.71,-9.0,30.93,10.0,3903.41,-32.0,3984.21,-1.0,5.37,2.0,0.21,5.0,31.69,-4.0,30.98,37.0,3900.49,0.0,3982.5,2.0,0.3,-2.0,0.27,15.0,31.65,-42.0,30.9,17.0,3900.49,16.0,0.43,5.0,3990.12,3.0,0.21,-4.0,31.68,7.0,30.94,8.0,3901.46,-32.0,7.26,-11.0,3989.39,-5.0
1,31.96,3.0,31.53,-59.0,0.42,6.0,3903.41,16.0,3907.07,9.0,37.13,2.0,31.81,-17.0,31.68,-1.0,0.33,-3.0,3902.44,0.0,3957.8,-25.0,92.56,12.0,31.25,-12.0,31.7,-35.0,0.13,-36.0,3904.39,0.0,3891.95,-50.0,116.28,13.0,30.28,-1.0,31.37,-15.0,31.94,8.0,3903.41,-32.0,3684.33,-21.0,81.1,-35.0,30.86,30.0,31.53,14.0,31.95,14.0,3903.41,0.0,3893.72,70.0,3966.22,-12.0
1,0.95,16.0,31.6,-3.0,31.79,4.0,3922.93,-32.0,3995.49,6.0,1.89,-4.0,0.95,-8.0,31.63,-3.0,31.8,12.0,3920.98,0.0,3.66,-1.0,3.96,1.0,0.95,-15.0,31.63,-3.0,31.8,-23.0,3923.9,-16.0,0.0,5.0,4.33,-1.0,0.95,-6.0,31.63,4.0,31.79,-7.0,3921.95,32.0,3995.55,2.0,0.55,-3.0,0.95,-2.0,31.61,17.0,31.81,-1.0,3923.9,0.0,3995.06,4.0,3.35,-6.0
0,30.99,15.0,31.21,7.0,31.79,20.0,3906.34,-16.0,46.4,-18.0,9.82,-1.0,31.17,27.0,31.18,-1.0,31.71,-15.0,3905.37,0.0,3960.37,-3.0,21.77,10.0,31.57,10.0,31.19,-13.0,31.43,-21.0,3905.37,-16.0,3718.41,9.0,100.98,30.0,31.79,18.0,31.49,18.0,31.21,-16.0,3905.37,16.0,3920.85,2.0,177.8,16.0,0.19,15.0,31.21,52.0,31.5,-47.0,3906.34,-32.0,3988.17,47.0,95.24,-7.0
0,0.03,-2.0,31.82,6.0,30.95,3.0,3902.44,0.0,0.67,5.0,3975.24,-12.0,0.12,3.0,31.72,9.0,30.84,24.0,3900.49,16.0,4.45,-9.0,3980.0,5.0,0.09,4.0,31.74,-13.0,30.88,6.0,3903.41,-32.0,7.62,-3.0,3991.1,7.0,0.11,-2.0,31.73,1.0,30.87,53.0,3901.46,16.0,15.98,5.0,3992.68,1.0,0.02,-11.0,31.76,13.0,30.9,7.0,3902.44,0.0,20.24,7.0,6.65,3.0
1,0.98,-14.0,31.79,7.0,31.88,2.0,3915.12,16.0,5.91,1.0,5.67,-1.0,0.94,13.0,31.83,21.0,31.88,7.0,3915.12,32.0,7.87,2.0,3993.05,-2.0,0.93,-4.0,31.87,2.0,31.86,-14.0,3915.12,48.0,9.7,-3.0,3989.51,-5.0,0.82,3.0,31.91,-5.0,31.86,5.0,3917.07,0.0,26.59,6.0,3973.23,16.0,0.66,-198.0,31.94,-65373.0,31.94,-65096.0,3917.07,-32.0,21.34,28.0,3944.21,-223.0
1,0.94,-7.0,31.64,-11.0,0.02,-19.0,3922.93,-16.0,7.07,-33.0,3990.37,-26.0,0.96,-19.0,31.61,10.0,31.96,-8.0,3921.95,0.0,1.59,-3.0,3989.63,6.0,1.0,-41.0,31.63,21.0,31.95,-4.0,3920.98,-32.0,3992.44,-4.0,3992.2,-1.0,0.98,-15.0,31.63,4.0,31.95,11.0,3919.02,0.0,3983.05,-5.0,3993.66,3.0,1.0,-13.0,31.62,-3.0,31.91,-3.0,3918.05,32.0,3990.91,1.0,7.44,0.0
1,0.98,13.0,31.75,2.0,31.97,-3.0,3909.27,0.0,3988.66,1.0,3993.78,-2.0,1.0,1.0,31.74,2.0,31.99,-65516.0,3911.22,-16.0,3993.17,-3.0,3991.46,1.0,0.99,8.0,31.75,-4.0,31.97,5.0,3908.29,32.0,3994.09,5.0,3989.15,4.0,1.02,-14.0,31.73,5.0,31.92,-5.0,3912.2,-32.0,3995.79,2.0,3991.28,-3.0,1.01,7.0,31.73,3.0,31.89,13.0,3912.2,-64.0,1.46,3.0,0.55,-2.0
1,31.49,-12.0,31.54,-2.0,0.01,-20.0,3901.46,-32.0,3821.83,12.0,9.57,-14.0,30.86,-9.0,31.44,-1.0,31.97,6.0,3900.49,-32.0,3838.78,5.0,3920.0,-29.0,30.17,18.0,31.6,-30.0,31.33,-31.0,3900.49,-16.0,3515.24,-119.0,3922.68,-10.0,31.02,4.0,31.46,-13.0,31.58,27.0,3897.56,48.0,98.84,109.0,3944.7,34.0,31.23,-22.0,0.02,-20.0,31.78,8.0,3898.54,0.0,3990.43,-145.0,3985.55,-1.0
1,31.58,12.0,31.13,6.0,0.16,28.0,3907.32,-48.0,3964.82,54.0,3850.55,-6.0,31.41,10.0,31.17,-12.0,0.15,2.0,3905.37,-32.0,3937.68,14.0,3856.77,7.0,31.07,0.0,31.25,2.0,31.97,-22.0,3904.39,0.0,3850.61,-36.0,3930.0,16.0,30.92,-3.0,31.34,23.0,31.97,12.0,3904.39,0.0,19.82,-5.0,2.99,19.0,31.2,-13.0,31.56,-16.0,0.12,29.0,3904.39,16.0,148.9,76.0,34.82,1.0
0,31.41,-3.0,31.41,2.0,31.54,14.0,3902.44,16.0,3962.2,-3.0,3966.34,3.0,31.39,9.0,31.44,-9.0,31.48,2.0,3903.41,-32.0,3952.2,-12.0,3976.95,3.0,31.31,-8.0,31.37,-3.0,31.49,5.0,3901.46,0.0,3962.38,-4.0,3983.48,5.0,31.31,-12.0,31.45,-6.0,31.56,0.0,3901.46,16.0,3987.5,7.0,3995.55,3.0,31.27,-2.0,31.38,6.0,31.57,-6.0,3902.44,0.0,26.22,9.0,3993.41,-9.0
0,31.66,13.0,31.32,-25.0,0.73,-19.0,3903.41,0.0,8.29,1.0,3980.73,-16.0,31.86,-6.0,31.33,-20.0,0.61,3.0,3901.46,64.0,3986.16,12.0,13.17,-8.0,31.74,3.0,31.27,-11.0,0.54,-20.0,3902.44,0.0,6.34,2.0,11.46,3.0,31.81,7.0,31.33,20.0,0.51,-6.0,3902.44,32.0,3986.22,-9.0,3991.16,8.0,31.71,-5.0,31.3,5.0,0.57,7.0,3905.37,-64.0,6.4,-8.0,3992.5,-9.0
1,0.92,3.0,31.5,78.0,31.8,32.0,3924.88,16.0,24.57,31.0,33.78,-3.0,0.97,11.0,31.6,18.0,31.83,7.0,3927.8,48.0,23.78,0.0,54.51,12.0,0.96,-11.0,31.63,5.0,31.94,32.0,3927.8,-32.0,37.62,4.0,79.33,16.0,0.99,-4.0,31.7,3.0,0.09,-29.0,3928.78,-64.0,51.52,2.0,119.21,19.0,0.74,-20.0,31.74,-3.0,0.24,13.0,3925.85,32.0,64.63,14.0,189.33,28.0
0,0.62,6.0,31.29,5.0,31.54,-12.0,3905.37,-32.0,22.5,8.0,3992.13,3.0,0.67,6.0,31.31,11.0,31.5,-1.0,3905.37,-32.0,11.83,-5.0,3993.48,1.0,0.7,6.0,31.3,13.0,31.55,-2.0,3904.39,0.0,5.79,-4.0,8.54,2.0,0.72,-1.0,31.29,1.0,31.62,7.0,3904.39,0.0,27.5,16.0,15.12,1.0,0.7,1.0,31.23,17.0,31.7,9.0,3904.39,-16.0,98.96,0.0,3.78,1.0
0,31.79,-4.0,31.25,2.0,0.12,-2.0,3904.39,-32.0,3957.01,-33.0,3985.3,-8.0,31.98,-2.0,31.51,-22.0,31.95,-17.0,3902.44,32.0,3959.21,-55.0,30.0,17.0,31.78,5.0,30.96,1.0,0.54,-16.0,3904.39,-32.0,3983.78,6.0,27.38,-27.0,0.06,-9.0,31.01,83.0,0.36,-48.0,3904.39,-16.0,2.8,-19.0,25.49,-9.0,0.09,2.0,31.1,9.0,0.1,-16.0,3902.44,16.0,8.05,4.0,26.22,1.0
1,0.72,-6.0,31.67,17.0,0.23,69.0,3910.24,16.0,3991.95,23.0,35.49,-6.0,0.5,-12.0,31.79,12.0,0.21,-4.0,3912.2,-16.0,3989.15,-9.0,54.15,8.0,0.28,-65.0,31.86,-30.0,31.92,-65367.0,3910.24,48.0,3922.62,-63.0,81.77,-45.0,31.08,-285.0,31.15,-1554.0,0.71,2530.0,3912.2,16.0,205.3,986.0,305.98,47.0,31.92,-415.0,30.93,615.0,1.31,-331.0,3911.22,0.0,54.82,-270.0,97.26,-1.0
0,31.75,-1.0,31.55,-3.0,0.54,-8.0,3901.46,0.0,69.45,26.0,3962.13,23.0,31.72,-6.0,31.36,59.0,0.78,-13.0,3900.49,0.0,120.12,-29.0,15.43,-11.0,31.35,56.0,31.12,96.0,0.69,-34.0,3902.44,0.0,69.82,-11.0,3951.77,-17.0,31.68,-4.0,31.46,1.0,0.36,12.0,3902.44,-16.0,3862.26,16.0,5.18,27.0,31.79,-7.0,31.74,19.0,31.96,-19.0,3902.44,-16.0,11.34,-32.0,63.48,43.0
1,31.87,-17.0,31.15,-9.0,0.1,23.0,3897.56,0.0,3855.85,74.0,44.39,-1.0,31.48,-53.0,31.33,34.0,0.09,-17.0,3898.54,32.0,5.37,17.0,70.61,14.0,30.48,-50.0,31.49,-4.0,31.99,-44.0,3896.59,48.0,3874.21,-42.0,57.99,-19.0,30.7,-4.0,31.6,-34.0,31.96,-6.0,3899.51,16.0,3793.35,51.0,3962.8,-16.0,30.91,1.0,31.63,-23.0,31.59,-3.0,3898.54,16.0,3745.91,-29.0,3902.5,-2.0
1,0.05,-13.0,31.61,-11.0,0.19,-1.0,3899.51,-16.0,3921.16,4.0,49.94,16.0,31.49,-33.0,31.49,-9.0,0.09,-15.0,3900.49,0.0,3947.87,16.0,113.6,10.0,30.08,-7.0,31.7,15.0,31.94,-39.0,3899.51,0.0,3834.33,-116.0,114.88,-16.0,30.78,5.0,31.58,255.0,31.98,-51.0,3901.46,-16.0,3606.83,53.0,3968.6,-27.0,30.76,17.0,31.58,30.0,31.51,10.0,3898.54,0.0,3918.54,-60.0,3914.76,-28.0
0,0.01,65512.0,31.14,10.0,31.75,-15.0,3903.41,16.0,141.22,-63.0,2.44,-14.0,31.95,-30.0,31.18,-9.0,31.92,-28.0,3901.46,16.0,116.59,-82.0,1.89,-13.0,0.07,10.0,31.0,7.0,0.16,10.0,3904.39,-32.0,7.93,13.0,3980.67,6.0,0.15,-19.0,31.0,-9.0,0.15,19.0,3902.44,-16.0,3941.4,14.0,3988.35,-6.0,0.22,1.0,31.02,2.0,0.13,2.0,3901.46,32.0,32.38,28.0,3995.37,7.0
0,0.59,7.0,31.23,-23.0,0.17,-7.0,3904.39,0.0,3979.27,14.0,3988.29,5.0,0.56,-2.0,31.16,-8.0,0.13,11.0,3906.34,-32.0,6.04,0.0,3.11,1.0,0.54,9.0,31.17,9.0,0.18,6.0,3906.34,-48.0,2.93,6.0,3993.78,3.0,0.57,-6.0,31.19,-9.0,0.15,-23.0,3905.37,0.0,3985.85,-12.0,3991.1,-1.0,0.58,5.0,31.21,10.0,0.11,14.0,3905.37,16.0,3953.9,-19.0,3995.43,4.0
1,0.99,-3.0,31.74,0.0,31.89,-16.0,3915.12,0.0,3990.79,-2.0,3991.77,-2.0,1.02,4.0,31.74,10.0,31.87,-1.0,3911.22,32.0,3983.66,-3.0,3.29,0.0,0.96,1.0,31.72,-5.0,31.83,-3.0,3913.17,-32.0,3975.98,4.0,3995.91,-5.0,0.97,5.0,31.68,-19.0,31.81,-4.0,3913.17,0.0,3992.38,8.0,3983.23,-5.0,1.0,1.0,31.73,-1.0,31.82,10.0,3913.17,16.0,4.09,0.0,3979.76,2.0
0,31.56,-5.0,31.22,-7.0,31.74,-11.0,3901.46,16.0,3985.18,11.0,35.49,-11.0,31.52,-5.0,31.09,-22.0,31.66,7.0,3904.39,-32.0,3955.79,-8.0,3.17,-2.0,31.31,-8.0,31.2,-24.0,31.67,7.0,3904.39,0.0,76.83,-8.0,3979.7,-7.0,31.41,-14.0,31.5,9.0,31.82,-3.0,3902.44,-16.0,37.2,-35.0,3978.35,-2.0,31.08,-12.0,31.54,11.0,31.7,8.0,3903.41,0.0,3912.26,-13.0,3949.82,-19.0
1,31.97,-2.0,31.32,1.0,0.56,1.0,3903.41,32.0,15.12,15.0,3993.35,20.0,0.02,8.0,31.6,-4.0,0.43,15.0,3905.37,-16.0,3968.35,-63.0,3986.34,2.0,0.04,-13.0,30.99,-2.0,0.58,5.0,3904.39,32.0,3982.56,25.0,3989.94,1.0,0.02,7.0,31.31,3.0,0.54,1.0,3903.41,64.0,3960.79,-9.0,8.17,12.0,0.01,3.0,31.38,18.0,0.49,-15.0,3905.37,16.0,3993.23,-1.0,34.76,5.0
0,31.04,2.0,31.71,7.0,31.87,-8.0,3901.46,48.0,3963.11,-3.0,3985.67,-3.0,31.06,-4.0,31.73,12.0,31.95,21.0,3903.41,0.0,3954.51,7.0,3982.56,3.0,31.1,-4.0,31.77,2.0,0.03,-18.0,3905.37,-16.0,3966.04,-9.0,3967.07,-6.0,31.14,-1.0,31.75,-9.0,0.0,-1.0,3903.41,-16.0,3934.33,-5.0,3949.45,-9.0,30.96,-3.0,31.64,-15.0,0.01,6.0,3904.39,0.0,3874.33,-3.0,3947.07,-5.0
1,31.58,12.0,31.13,6.0,0.16,28.0,3907.32,-48.0,3964.82,54.0,3850.55,-6.0,31.41,10.0,31.17,-12.0,0.15,2.0,3905.37,-32.0,3937.68,14.0,3856.77,7.0,31.07,0.0,31.25,2.0,31.97,-22.0,3904.39,0.0,3850.61,-36.0,3930.0,16.0,30.92,-3.0,31.34,23.0,31.97,12.0,3904.39,0.0,19.82,-5.0,2.99,19.0,31.2,-13.0,31.56,-16.0,0.12,29.0,3904.39,16.0,148.9,76.0,34.82,1.0
0,0.42,1.0,31.16,-16.0,0.08,14.0,3902.44,16.0,3984.76,-37.0,3941.1,-9.0,0.42,-4.0,31.09,9.0,0.06,6.0,3903.41,16.0,26.16,-16.0,3923.78,-3.0,0.47,-6.0,31.0,-16.0,0.03,4.0,3905.37,-48.0,3972.2,17.0,3906.59,-6.0,0.49,1.0,31.19,-22.0,31.82,-13.0,3902.44,0.0,3906.89,-13.0,3892.68,11.0,0.42,-9.0,30.9,-45.0,31.77,41.0,3902.44,0.0,3969.57,114.0,3930.61,5.0
1,0.1,-4.0,31.52,-13.0,0.52,16.0,3902.44,-32.0,3961.1,-12.0,0.49,-1.0,0.02,-16.0,31.37,-3.0,0.6,28.0,3902.44,0.0,3988.54,7.0,3968.66,1.0,31.89,-8.0,31.06,-26.0,0.73,31.0,3900.49,48.0,7.26,43.0,3964.7,-2.0,31.93,2.0,31.44,5.0,0.67,13.0,3901.46,32.0,3993.35,-25.0,3980.24,4.0,31.97,-3.0,31.26,11.0,0.6,-15.0,3901.46,16.0,3993.11,12.0,3989.88,4.0
0,0.58,9.0,31.17,12.0,32.0,-5.0,3903.41,64.0,3985.73,1.0,1.04,1.0,0.57,-14.0,31.15,10.0,0.01,65510.0,3905.37,32.0,3994.88,-2.0,0.49,-5.0,0.6,9.0,31.15,-5.0,31.98,-2.0,3905.37,-32.0,3994.02,7.0,4.39,7.0,0.57,7.0,31.16,8.0,31.96,29.0,3905.37,16.0,2.93,3.0,4.27,-7.0,0.56,-23.0,31.18,-10.0,0.0,6.0,3906.34,-32.0,0.61,-6.0,2.87,-6.0
